Player,height,weight,college,born,birth_city,birth_state,Geo_code,Latitude,Longitude
Anthony Goldwire,185,82,University of Houston,1971,West Palm Beach,Florida,"27.6648274, -81.5157535",27.6648274,-81.5157535
Fred Hoiberg,193,92,Iowa State University,1972,Lincoln,Nebraska,"41.4925374, -99.9018131",41.4925374,-99.9018131
Jimmy King,188,79,University of Tulsa,1941,Tulsa,Oklahoma,"35.4675602, -97.5164276",35.4675602,-97.5164276
Martin Lewis,196,95,Seward County Community College,1975,Liberal,Kansas,"39.011902, -98.4842465",39.011902,-98.4842465
Donny Marshall,206,98,University of Connecticut,1973,Reading,Pennsylvania,"41.2033216, -77.1945247",41.2033216,-77.1945247
Clint McDaniel,193,81,University of Arkansas,1972,Tulsa,Oklahoma,"35.4675602, -97.5164276",35.4675602,-97.5164276
Todd Mundt,213,113,Delta State University,1970,Iowa City,Iowa,"41.8780025, -93.097702",41.8780025,-93.097702
Theo Ratliff,208,102,University of Wyoming,1973,Demopolis,Alabama,"32.3182314, -86.902298",32.3182314,-86.902298
Don Reid,203,113,Georgetown University,1973,Washington,District of Columbia,"38.9071923, -77.0368707",38.9071923,-77.0368707
Shawn Respert,185,88,Michigan State University,1972,Detroit,Michigan,"44.3148443, -85.60236429999999",44.3148443,-85.6023643
Eric Snow,190,86,Michigan State University,1973,Canton,Ohio,"40.4172871, -82.90712300000001",40.4172871,-82.907123
Larry Sykes,206,115,Xavier University,1973,Toledo,Ohio,"40.4172871, -82.90712300000001",40.4172871,-82.907123
Jeff Webster,203,105,University of Oklahoma,1971,Pine Bluff,Arkansas,"35.20105, -91.8318334",35.20105,-91.8318334
Dwayne Whitfield,206,108,Jackson State University,1972,Aberdeen,Mississippi,"32.3546679, -89.3985283",32.3546679,-89.3985283
Eric Williams,203,99,Providence College,1972,Newark,New Jersey,"40.0583238, -74.4056612",40.0583238,-74.4056612
Ray Allen,203,99,Florida State University,1965,Milton,Florida,"27.6648274, -81.5157535",27.6648274,-81.5157535
Marcus Camby,211,99,University of Massachusetts Amherst,1974,Hartford,Connecticut,"41.6032207, -73.087749",41.6032207,-73.087749
Emanual Davis,193,88,Delaware State University,1968,Philadelphia,Pennsylvania,"41.2033216, -77.1945247",41.2033216,-77.1945247
Nate Driggers,196,97,University of Montevallo,1973,Chicago,Illinois,"40.6331249, -89.3985283",40.6331249,-89.3985283
Jamie Feick,206,115,Michigan State University,1974,Lexington,Ohio,"40.4172871, -82.90712300000001",40.4172871,-82.907123
Dean Garrett,208,102,Indiana University,1966,Los Angeles,California,"36.778261, -119.4179324",36.778261,-119.4179324
Reggie Geary,188,84,University of Arizona,1973,Trenton,New Jersey,"40.0583238, -74.4056612",40.0583238,-74.4056612
Darvin Ham,201,99,Texas Tech University,1973,Saginaw,Michigan,"44.3148443, -85.60236429999999",44.3148443,-85.6023643
Travis Knight,213,106,University of Connecticut,1974,Salt Lake City,Utah,"39.3209801, -111.0937311",39.3209801,-111.0937311
Jeff McInnis,193,86,University of North Carolina,1974,Charlotte,North Carolina,"35.7595731, -79.01929969999999",35.7595731,-79.0192997
Roy Rogers,201,106,Wake Forest University,1971,Durham,North Carolina,"35.7595731, -79.01929969999999",35.7595731,-79.0192997
Malik Rose,201,113,Drexel University,1974,Philadelphia,Pennsylvania,"41.2033216, -77.1945247",41.2033216,-77.1945247
James Scott,198,81,St. John's University,1972,Paterson,New Jersey,"40.0583238, -74.4056612",40.0583238,-74.4056612
Joe Stephens,201,95,University of Arkansas at Little Rock,1973,Riverside,California,"36.778261, -119.4179324",36.778261,-119.4179324
Erick Strickland,190,95,University of Nebraska,1973,Opelika,Alabama,"32.3182314, -86.902298",32.3182314,-86.902298
Ben Wallace,206,108,Virginia Union University,1974,White Hall,Alabama,"32.3182314, -86.902298",32.3182314,-86.902298
John Wallace,203,102,Syracuse University,1974,Rochester,New York,"40.7127753, -74.0059728",40.7127753,-74.0059728
Chauncey Billups,190,91,University of Colorado,1976,Denver,Colorado,"39.5500507, -105.7820674",39.5500507,-105.7820674
Etdrick Bohannon,206,99,Auburn University at Montgomery,1973,San Bernardino,California,"36.778261, -119.4179324",36.778261,-119.4179324
Kelvin Cato,211,115,Iowa State University,1974,Atlanta,Georgia,"32.1656221, -82.9000751",32.1656221,-82.9000751
William Cunningham,211,113,Temple University,1974,Augusta,Georgia,"32.1656221, -82.9000751",32.1656221,-82.9000751
Ed Gray,190,95,University of California,1975,Riverside,California,"36.778261, -119.4179324",36.778261,-119.4179324
Reggie Hanson,203,88,University of Kentucky,1968,Charlotte,North Carolina,"35.7595731, -79.01929969999999",35.7595731,-79.0192997
Jerald Honeycutt,206,111,Tulane University,1974,Shreveport,Louisiana,"30.9842977, -91.96233269999999",30.9842977,-91.9623327
Anthony Johnson,196,97,University of Portland,1932,Los Angeles,California,"36.778261, -119.4179324",36.778261,-119.4179324
Dontae' Jones,203,99,Mississippi State University,1975,Nashville,Tennessee,"35.5174913, -86.5804473",35.5174913,-86.5804473
Brevin Knight,178,78,Stanford University,1975,Livingston,New Jersey,"40.0583238, -74.4056612",40.0583238,-74.4056612
Michael McDonald,208,105,University of New Orleans,1969,Longview,Texas,"31.9685988, -99.9018131",31.9685988,-99.9018131
Jeff Nordgaard,201,102,University of Wisconsin-Green Bay,1973,Dawson,Minnesota,"46.729553, -94.6858998",46.729553,-94.6858998
Rodrick Rhodes,198,102,University of Southern California,1973,Jersey City,New Jersey,"40.0583238, -74.4056612",40.0583238,-74.4056612
Michael Stewart,208,104,University of California,1975,Cucq-Trepied-Stella-Plage,France,"46.227638, 2.213749",46.227638,2.213749
Bubba Wells,196,104,Austin Peay State University,1974,Russellville,Kentucky,"37.8393332, -84.2700179",37.8393332,-84.2700179
Peter Aluma,208,117,Liberty University,1973,Lagos,Nigeria,"9.081999, 8.675277",9.081999,8.675277
Keon Clark,211,99,"University of Nevada, Las Vegas",1975,Danville,Illinois,"40.6331249, -89.3985283",40.6331249,-89.3985283
Ricky Davis,198,88,University of Iowa,1979,Las Vegas,Nevada,"38.8026097, -116.419389",38.8026097,-116.419389
Pat Garrity,206,107,University of Notre Dame,1976,Las Vegas,Nevada,"38.8026097, -116.419389",38.8026097,-116.419389
Larry Hughes,196,83,Saint Louis University,1979,St. Louis,Missouri,"37.9642529, -91.8318334",37.9642529,-91.8318334
Sam Jacobson,193,97,University of Minnesota,1975,Cottage Grove,Minnesota,"46.729553, -94.6858998",46.729553,-94.6858998
Jerome James,213,136,Florida Agricultural and Mechanical University,1975,Tampa,Florida,"27.6648274, -81.5157535",27.6648274,-81.5157535
Gerard King,183,79,University of Charleston,1928,Charleston,West Virginia,"38.5976262, -80.4549026",38.5976262,-80.4549026
Raef LaFrentz,211,108,University of Kansas,1976,Hampton,Iowa,"41.8780025, -93.097702",41.8780025,-93.097702
Rashard Lewis,198,90,La Salle University,1963,Philadelphia,Pennsylvania,"41.2033216, -77.1945247",41.2033216,-77.1945247
Tyronn Lue,183,79,University of Nebraska,1977,Mexico,Missouri,"37.9642529, -91.8318334",37.9642529,-91.8318334
Jelani McCoy,208,111,"University of California, Los Angeles",1977,Oakland,California,"36.778261, -119.4179324",36.778261,-119.4179324
Roshown McLeod,203,100,Duke University,1975,Jersey City,New Jersey,"40.0583238, -74.4056612",40.0583238,-74.4056612
Ruben Patterson,196,101,University of Cincinnati,1975,Cleveland,Ohio,"40.4172871, -82.90712300000001",40.4172871,-82.907123
Casey Shaw,211,117,University of Toledo,1975,Lebanon,Ohio,"40.4172871, -82.90712300000001",40.4172871,-82.907123
Ryan Stack,211,97,University of South Carolina,1975,Nashville,Tennessee,"35.5174913, -86.5804473",35.5174913,-86.5804473
Robert Traylor,203,128,University of Michigan,1977,Detroit,Michigan,"44.3148443, -85.60236429999999",44.3148443,-85.6023643
Jason Williams,206,108,St. John's University,1968,Ritter,South Carolina,"33.836081, -81.1637245",33.836081,-81.1637245
Rafer Alston,188,77,"California State University, Fresno",1976,New York,New York,"40.7127753, -74.0059728",40.7127753,-74.0059728
Cal Bowdler,208,111,Old Dominion University,1977,Sharps,Virginia,"37.4315734, -78.6568942",37.4315734,-78.6568942
Ira Bowman,196,88,University of Pennsylvania,1973,Newark,New Jersey,"40.0583238, -74.4056612",40.0583238,-74.4056612
Rodney Buford,196,85,Creighton University,1977,Milwaukee,Wisconsin,"43.7844397, -88.7878678",43.7844397,-88.7878678
Anthony Carter,185,86,University of Hawaii,1975,Milwaukee,Wisconsin,"43.7844397, -88.7878678",43.7844397,-88.7878678
John Celestand,193,80,Villanova University,1977,Houston,Texas,"31.9685988, -99.9018131",31.9685988,-99.9018131
Baron Davis,190,94,"University of California, Los Angeles",1979,Los Angeles,California,"36.778261, -119.4179324",36.778261,-119.4179324
Obinna Ekezie,206,122,University of Maryland,1975,Port Harcourt,Nigeria,"9.081999, 8.675277",9.081999,8.675277
Jason Miskiri,188,79,George Mason University,1975,Georgetown,Guyana,"4.860416, -58.93018",4.860416,-58.93018
Eddie Robinson,203,95,University of Central Oklahoma,1976,Flint,Michigan,"44.3148443, -85.60236429999999",44.3148443,-85.6023643
Michael Ruffin,206,111,University of Tulsa,1977,Denver,Colorado,"39.5500507, -105.7820674",39.5500507,-105.7820674
Kenny Thomas,201,118,University of New Mexico,1977,Atlanta,Georgia,"32.1656221, -82.9000751",32.1656221,-82.9000751
Erick Barkley,185,80,St. John's University,1978,Queens,New York,"40.7127753, -74.0059728",40.7127753,-74.0059728
Mateen Cleaves,188,92,Michigan State University,1977,Flint,Michigan,"44.3148443, -85.60236429999999",44.3148443,-85.6023643
Jamal Crawford,196,90,University of Michigan,1980,Seattle,Washington,"47.7510741, -120.7401385",47.7510741,-120.7401385
Keyon Dooling,190,88,University of Missouri,1980,Ft. Lauderdale,Florida,"27.6648274, -81.5157535",27.6648274,-81.5157535
Marcus Fizer,206,118,Iowa State University,1978,Detroit,Michigan,"44.3148443, -85.60236429999999",44.3148443,-85.6023643
Ruben Garces,206,111,Providence College,1973,Colon,Panama,"8.537981, -80.782127",8.537981,-80.782127
Steve Goodrich,208,99,Princeton University,1976,Philadelphia,Pennsylvania,"41.2033216, -77.1945247",41.2033216,-77.1945247
Zendon Hamilton,211,113,St. John's University,1975,Floral Park,New York,"40.7127753, -74.0059728",40.7127753,-74.0059728
Jason Hart,190,83,Syracuse University,1978,Los Angeles,California,"36.778261, -119.4179324",36.778261,-119.4179324
Donnell Harvey,203,99,University of Florida,1980,Shellman,Georgia,"32.1656221, -82.9000751",32.1656221,-82.9000751
Eddie House,185,81,Arizona State University,1978,Berkeley,California,"36.778261, -119.4179324",36.778261,-119.4179324
Marc Jackson,185,81,St. John's University,1965,Brooklyn,New York,"40.7127753, -74.0059728",40.7127753,-74.0059728
Art Long,206,113,University of Cincinnati,1972,Rochester,New York,"40.7127753, -74.0059728",40.7127753,-74.0059728
Mark Madsen,206,108,Stanford University,1976,Walnut Creek,California,"36.778261, -119.4179324",36.778261,-119.4179324
Lee Nailon,206,107,Texas Christian University,1975,South Bend,Indiana,"40.2671941, -86.1349019",40.2671941,-86.1349019
Eduardo Najera,203,108,University of Oklahoma,1976,Meoqui,Mexico,"23.634501, -102.552784",23.634501,-102.552784
Lavor Postell,196,97,St. John's University,1978,Albany,Georgia,"32.1656221, -82.9000751",32.1656221,-82.9000751
Michael Redd,198,99,Ohio State University,1979,Columbus,Ohio,"40.4172871, -82.90712300000001",40.4172871,-82.907123
Daniel Santiago,216,116,Saint Vincent College,1976,Lubbock,Texas,"31.9685988, -99.9018131",31.9685988,-99.9018131
Chris Andersen,208,111,Blinn College,1978,Long Beach,California,"36.778261, -119.4179324",36.778261,-119.4179324
Gilbert Arenas,190,86,University of Arizona,1982,Los Angeles,California,"36.778261, -119.4179324",36.778261,-119.4179324
Jamison Brewer,193,83,Auburn University,1980,East Point,Georgia,"32.1656221, -82.9000751",32.1656221,-82.9000751
Damone Brown,188,79,Humboldt State University,1923,Eureka,California,"36.778261, -119.4179324",36.778261,-119.4179324
Ernest Brown,213,110,Indian Hills Community College,1979,Bronx,New York,"40.7127753, -74.0059728",40.7127753,-74.0059728
Speedy Claxton,180,75,Hofstra University,1978,Queens,New York,"40.7127753, -74.0059728",40.7127753,-74.0059728
Samuel Dalembert,211,115,Seton Hall University,1981,Port-Au-Prince,Haiti,"18.971187, -72.285215",18.971187,-72.285215
Tang Hamilton,203,99,Mississippi State University,1978,Jackson,Mississippi,"32.3546679, -89.3985283",32.3546679,-89.3985283
Richard Jefferson,201,105,University of Arizona,1980,Los Angeles,California,"36.778261, -119.4179324",36.778261,-119.4179324
Alvin Jones,211,120,Georgia Institute of Technology,1978,Luxembourg,Luxembourg,"49.815273, 6.129582999999999",49.815273,6.129583
Troy Murphy,211,111,University of Notre Dame,1980,Morristown,New Jersey,"40.0583238, -74.4056612",40.0583238,-74.4056612
Kenny Satterfield,188,84,University of Cincinnati,1981,New York,New York,"40.7127753, -74.0059728",40.7127753,-74.0059728
Ansu Sesay,206,102,University of Mississippi,1976,Greensboro,North Carolina,"35.7595731, -79.01929969999999",35.7595731,-79.0192997
Will Solomon,185,83,Clemson University,1978,Hartford,Connecticut,"41.6032207, -73.087749",41.6032207,-73.087749
Etan Thomas,206,116,Syracuse University,1978,Harlem,New York,"40.7127753, -74.0059728",40.7127753,-74.0059728
Gerald Wallace,201,97,University of Alabama,1982,Sylacauga,Alabama,"32.3182314, -86.902298",32.3182314,-86.902298
Earl Watson,185,88,"University of California, Los Angeles",1979,Kansas City,Kansas,"39.011902, -98.4842465",39.011902,-98.4842465
Rodney White,203,95,University of South Alabama,1959,Tuskegee,Alabama,"32.3182314, -86.902298",32.3182314,-86.902298
Maceo Baston,206,97,University of Michigan,1975,Corsicana,Texas,"31.9685988, -99.9018131",31.9685988,-99.9018131
Lonny Baxter,203,117,University of Maryland,1979,Silver Spring,Maryland,"39.0457549, -76.64127119999999",39.0457549,-76.6412712
Caron Butler,201,103,University of Connecticut,1980,Racine,Wisconsin,"43.7844397, -88.7878678",43.7844397,-88.7878678
Dan Gadzuric,211,108,"University of California, Los Angeles",1978,Den Haag,Netherlands,"52.132633, 5.291265999999999",52.132633,5.291266
Adam Harrington,196,90,Auburn University,1980,Bernardston,Massachusetts,"42.4072107, -71.3824374",42.4072107,-71.3824374
Ryan Humphrey,203,106,University of Notre Dame,1979,Tulsa,Oklahoma,"35.4675602, -97.5164276",35.4675602,-97.5164276
Casey Jacobsen,198,97,Stanford University,1981,Glendora,California,"36.778261, -119.4179324",36.778261,-119.4179324
Chris Jefferies,203,102,"California State University, Fresno",1980,Fresno,California,"36.778261, -119.4179324",36.778261,-119.4179324
Fred Jones,193,95,University of Oregon,1979,Malvern,Arkansas,"35.20105, -91.8318334",35.20105,-91.8318334
Ronald Murray,193,86,Shaw University,1979,Philadelphia,Pennsylvania,"41.2033216, -77.1945247",41.2033216,-77.1945247
Chris Owens,201,111,University of Texas at Austin,1979,Akron,Ohio,"40.4172871, -82.90712300000001",40.4172871,-82.907123
Jannero Pargo,185,79,University of Arkansas,1979,Chicago,Illinois,"40.6331249, -89.3985283",40.6331249,-89.3985283
Tayshaun Prince,206,96,University of Kentucky,1980,Compton,California,"36.778261, -119.4179324",36.778261,-119.4179324
Jamal Sampson,211,106,University of California,1983,Inglewood,California,"36.778261, -119.4179324",36.778261,-119.4179324
Predrag Savovic,198,102,University of Hawaii,1976,Pula,Croatia,"45.1, 15.2000001",45.1,15.2000001
Frank Williams,193,86,Portland State University,1956,Los Angeles,California,"36.778261, -119.4179324",36.778261,-119.4179324
Brian Cook,206,106,University of Illinois at Urbana-Champaign,1980,Lincoln,Illinois,"40.6331249, -89.3985283",40.6331249,-89.3985283
Omar Cook,185,86,St. John's University,1982,Brooklyn,New York,"40.7127753, -74.0059728",40.7127753,-74.0059728
Josh Davis,188,77,University of Dayton,1955,Detroit,Michigan,"44.3148443, -85.60236429999999",44.3148443,-85.6023643
Desmond Ferguson,201,92,University of Detroit Mercy,1977,Lansing,Michigan,"44.3148443, -85.60236429999999",44.3148443,-85.6023643
Richie Frahm,196,95,Gonzaga University,1977,Battle Ground,Washington,"47.7510741, -120.7401385",47.7510741,-120.7401385
Willie Green,193,90,University of Detroit Mercy,1981,Detroit,Michigan,"44.3148443, -85.60236429999999",44.3148443,-85.6023643
Jarvis Hayes,201,99,University of Georgia,1981,Atlanta,Georgia,"32.1656221, -82.9000751",32.1656221,-82.9000751
Linton Johnson,203,92,Tulane University,1980,Chicago,Illinois,"40.6331249, -89.3985283",40.6331249,-89.3985283
Theron Smith,203,102,Ball State University,1980,Bartow,Florida,"27.6648274, -81.5157535",27.6648274,-81.5157535
Mike Sweetney,203,124,Georgetown University,1982,Oxon Hill,Maryland,"39.0457549, -76.64127119999999",39.0457549,-76.6412712
Mo Williams,203,102,University of Notre Dame,1971,Fredericksburg,Virginia,"37.4315734, -78.6568942",37.4315734,-78.6568942
